"","placeID","Lat","Long","Nights.active","Cat","Fox","trapping_rate_cat","trapping_rate_fox"
"38",47,51.5619569,-0.1595187,16,0,16,0,1
"39",48,51.5621578,-0.1571345,11,0,19,0,1.72727272727273
"40",49,51.56216468,-0.154726527,21,0,29,0,1.38095238095238
"41",50,51.5632,-0.1885,21,0,49,0,2.33333333333333
"42",53,51.56216,-0.16531,21,0,7,0,0.333333333333333
"43",54,51.563481,-0.182263438,21,0,1,0,0.0476190476190476
"44",55,51.5636,-0.1804,12,0,38,0,3.16666666666667
"45",56,51.563481,-0.173790542,21,0,15,0,0.714285714285714
"46",58,51.563481,-0.169554095,21,0,23,0,1.0952380952381
"47",59,51.563481,-0.165317647,21,0,0,0,0
"48",60,51.563922,-0.1653009,8,0,26,0,3.25
"49",62,51.563481,-0.161081199,20,0,0,0,0
"50",63,51.563481,-0.158962975,21,0,4,0,0.19047619047619
"51",64,51.563481,-0.156844751,21,0,18,0,0.857142857142857
"52",65,51.5647,-0.1886,21,0,68,0,3.23809523809524
"53",66,51.5647,-0.1866,21,0,28,0,1.33333333333333
"54",67,51.5647443,-0.18433425,21,0,15,0,0.714285714285714
"55",68,51.56479731,-0.182263438,36,2,74,0.0555555555555556,2.05555555555556
"56",69,51.5648,-0.1801,21,0,7,0,0.333333333333333
"57",70,51.5652,-0.178,21,0,37,0,1.76190476190476
"58",71,51.5649,-0.1759,17,0,2,0,0.117647058823529
"59",72,51.56479,-0.17379,21,0,0,0,0
"60",73,51.5648246,-0.171596,21,0,21,0,1
"61",74,51.56479731,-0.169554095,21,0,24,0,1.14285714285714
"62",75,51.56479731,-0.167435871,21,0,4,0,0.19047619047619
"63",76,51.5647973,-0.1653176,18,0,34,0,1.88888888888889
"64",77,51.56509,-0.16314,21,0,0,0,0
"65",78,51.56479731,-0.161081199,16,0,18,0,1.125
"66",79,51.5648015,-0.1591011,1,0,2,0,2
"67",80,51.56611,-0.19073,21,0,19,0,0.904761904761905
"68",82,51.56611,-0.18649,11,0,6,0,0.545454545454545
"69",83,51.5661,-0.1844,12,0,2,0,0.166666666666667
"70",84,51.56611362,-0.182263438,51,0,108,0,2.11764705882353
"71",85,51.566,-0.1801,21,0,1,0,0.0476190476190476
"72",86,51.566,-0.178,21,0,17,0,0.80952380952381
"73",87,51.5664,-0.1757,21,0,2,0,0.0952380952380952
"74",88,51.56611,-0.17379,19,0,10,0,0.526315789473684
"75",89,51.5658856,-0.1711005,15,0,1,0,0.0666666666666667
"76",91,51.5663,-0.1674,20,0,23,0,1.15
"77",92,51.5661,-0.1652,7,0,1,0,0.142857142857143
"78",93,51.56611,-0.16319,21,0,2,0,0.0952380952380952
"79",94,51.56611,-0.16108,18,0,5,0,0.277777777777778
"80",95,51.56611362,-0.158962975,21,0,60,0,2.85714285714286
"81",96,51.56742,-0.19073,21,0,24,0,1.14285714285714
"82",97,51.56742,-0.18861,12,0,1,0,0.0833333333333333
"83",98,51.56729,-0.18668,11,0,27,0,2.45454545454545
"84",99,51.56742,-0.18438,21,1,47,0.0476190476190476,2.23809523809524
"85",100,51.5673,-0.1801,21,0,4,0,0.19047619047619
"86",101,51.5671,-0.178,21,0,4,0,0.19047619047619
"87",102,51.56742994,-0.175908766,12,0,13,0,1.08333333333333
"88",103,51.5674643,-0.1734098,21,0,25,0,1.19047619047619
"89",104,51.5677613,-0.1715108,13,0,21,0,1.61538461538462
"90",105,51.567351,-0.1694268,21,0,56,0,2.66666666666667
"91",106,51.56742,-0.16743,13,0,2,0,0.153846153846154
"92",107,51.56742,-0.16531,21,0,7,0,0.333333333333333
"93",108,51.56742,-0.16319,21,0,49,0,2.33333333333333
"94",109,51.56742,-0.16108,21,0,27,0,1.28571428571429
"95",110,51.56874,-0.18014,21,0,4,0,0.19047619047619
"96",111,51.56874,-0.17802,21,0,10,0,0.476190476190476
"97",112,51.56874625,-0.173790542,13,0,10,0,0.769230769230769
"98",113,51.568528,-0.1710123,19,0,0,0,0
"99",114,51.5686933,-0.1698261,14,0,3,0,0.214285714285714
"100",115,51.56874625,-0.167435871,21,0,12,0,0.571428571428571
"101",116,51.56874,-0.16531,21,0,28,0,1.33333333333333
"102",117,51.56874,-0.16319,33,0,26,0,0.787878787878788
"103",119,51.57006,-0.18014,35,0,13,0,0.371428571428571
"104",121,51.5696048,-0.171432,37,0,4,0,0.108108108108108
"105",122,51.5699799,-0.1703089,29,0,14,0,0.482758620689655
"106",123,51.5699799,-0.1703089,26,0,60,0,2.30769230769231
"107",124,51.57006256,-0.165317647,9,2,13,0.222222222222222,1.44444444444444
"108",125,51.5697976,-0.1629294,20,0,3,0,0.15
"109",126,51.5703065,-0.1606134,21,0,25,0,1.19047619047619
"110",127,51.57006,-0.15895,21,1,78,0.0476190476190476,3.71428571428571
"111",129,51.57137,-0.18014,21,0,31,0,1.47619047619048
"112",130,51.57137888,-0.171672318,13,0,4,0,0.307692307692308
"113",131,51.571433,-0.1695062,21,0,196,0,9.33333333333333
"114",132,51.5718852,-0.1671858,10,1,45,0.1,4.5
"115",133,51.5712542,-0.1657639,21,0,8,0,0.380952380952381
"116",134,51.5713765,-0.1618753,40,0,79,0,1.975
"117",135,51.57137888,-0.161081199,33,3,138,0.0909090909090909,4.18181818181818
"118",136,51.5722,-0.1849,12,0,14,0,1.16666666666667
"119",137,51.57269,-0.18226,21,0,81,0,3.85714285714286
"120",138,51.57269,-0.18226,19,3,156,0.157894736842105,8.21052631578947
"121",139,51.572707,-0.1675777,21,1,12,0.0476190476190476,0.571428571428571
"122",140,51.5726848,-0.165448,21,29,24,1.38095238095238,1.14285714285714
"123",141,51.5725533,-0.1629496,21,0,146,0,6.95238095238095
"124",142,51.57256,-0.16108,21,0,105,0,5
"125",143,51.5735546,-0.1862576,21,0,13,0,0.619047619047619
"126",145,51.5749,-0.1877,21,0,33,0,1.57142857142857
"127",146,51.5757606,-0.1846537,21,0,91,0,4.33333333333333
"128",147,51.5768,-0.1885,11,0,71,0,6.45454545454545
"129",148,51.5767778,-0.1844793,15,0,11,0,0.733333333333333
"130",149,51.5764692,-0.1862298,9,0,2,0,0.222222222222222
